"SRR4785819"	"SRR4785820"	"SRR4785828"	"SRR4785831"	"SRR4785979"	"SRR4785980"	"SRR4785986"	"SRR4785988"
"VCAN"	12376	10037	7604	4261	13358	83257	45006	59802
"VCL"	6617	1491	1016	776	1316	10899	6168	10884
"VCP"	7940	1415	1112	976	1592	7097	8604	7260
"VCPIP1"	2826	531	661	585	1207	5082	5114	3853
"VCPKMT"	443	9	13	12	99	495	473	285
"VCX"	3	21	0	0	0	0	2	0
"VCX2"	0	0	0	0	0	0	0	0
"VCX3A"	5	0	0	0	0	0	0	0
"VCX3B"	0	0	0	0	0	0	2	0
"VCY"	0	0	0	0	0	0	0	0
"VCY1B"	0	0	0	0	0	0	0	0
"VDAC1"	2213	573	569	466	685	2916	4218	2273
"VDAC1P1"	0	0	0	0	2	0	2	0
"VDAC1P10"	0	0	0	0	0	0	0	4
"VDAC1P11"	22	0	0	0	1	11	35	15
"VDAC1P12"	2	0	0	0	0	0	0	0
"VDAC1P13"	0	0	0	0	0	0	0	1
"VDAC1P2"	1	0	0	0	0	0	0	0
"VDAC1P3"	0	0	0	3	0	1	3	0
"VDAC1P4"	24	0	0	0	12	14	25	43
"VDAC1P5"	0	0	0	0	0	0	0	0
"VDAC1P6"	0	0	0	0	0	0	0	0
"VDAC1P7"	14	0	0	0	0	0	0	0
"VDAC1P8"	470	19	37	17	129	679	560	687
"VDAC1P9"	0	0	0	0	1	0	17	3
"VDAC2"	1634	337	349	419	518	1871	1900	1954
"VDAC2P1"	249	0	0	0	7	28	4	96
"VDAC2P2"	25	0	0	0	2	31	18	46
"VDAC2P3"	1	0	0	0	17	0	22	14
"VDAC2P4"	0	0	0	0	0	0	0	7
"VDAC2P5"	6	0	0	0	0	0	6	0
"VDAC3"	1289	217	246	185	223	1539	2010	1833
"VDAC3P1"	0	22	0	0	0	0	2	0
"VDR"	1544	107	157	120	285	1804	1128	643
"VEGFA"	3296	805	765	1008	131	1239	571	927
"VEGFB"	641	816	656	347	120	238	92	86
"VEGFC"	1396	15	101	59	71	971	1667	396
"VEGFD"	306	0	13	16	1	41	12	155
"VENTX"	271	29	55	17	175	270	269	188
"VENTXP1"	180	102	9	32	67	319	433	296
"VENTXP2"	0	0	0	0	0	0	0	0
"VENTXP3"	0	0	0	0	1	0	0	0
"VENTXP4"	121	6	8	0	10	64	65	70
"VENTXP5"	0	0	0	0	0	0	0	0
"VENTXP6"	53	0	0	0	1	19	8	25
"VENTXP7"	8	16	1	9	1	3	1	5
"VEPH1"	143	0	9	20	3	64	58	223
"VEZF1"	2390	416	533	456	173	3859	3037	2787
"VEZF1P1"	0	0	0	0	0	0	0	0
"VEZT"	1823	496	482	270	449	2673	3433	2821
"VEZTP1"	137	39	0	0	23	120	190	142
"VGF"	3	0	2	0	0	0	0	0
"VGLL1"	0	0	0	0	0	1	0	0
"VGLL2"	14	0	0	0	6	1	6	0
"VGLL3"	2437	1486	902	1009	945	8784	4304	4964
"VGLL4"	4809	431	734	400	502	4814	2866	2607
"VHL"	1790	423	974	591	293	1068	1781	1265
"VHLL"	0	0	0	0	0	0	0	0
"VIL1"	7	109	0	0	28	45	21	87
"VILL"	236	76	66	54	43	312	523	197
"VIM"	86279	33713	36602	30437	15539	101398	59327	81593
"VINAC1P"	39	42	21	16	6	9	12	26
"VIP"	0	0	0	0	0	9	18	16
"VIPAS39"	835	228	107	117	145	472	764	833
"VIPR1"	568	117	54	51	36	107	106	5
"VIPR2"	41	82	32	119	15	25	35	101
"VIRMA"	3039	1440	888	818	501	3895	3672	3530
"VIT"	2305	278	181	334	69	328	295	5174
"VKORC1"	1769	444	345	246	31	867	776	226
"VKORC1L1"	1039	425	273	312	363	1867	1356	1870
"VKORC1P1"	0	0	0	0	0	0	0	3
"VLDLR"	328	148	96	107	81	480	306	892
"VMA21"	1390	371	504	462	442	3112	3105	1455
"VMAC"	112	116	82	72	84	249	299	230
"VMO1"	5	0	14	2	2	25	0	0
"VMP1"	4383	297	360	177	2932	20633	19761	9841
"VN1R1"	51	68	17	28	20	79	82	55
"VN1R104P"	0	0	0	0	0	0	0	0
"VN1R105P"	0	0	0	0	0	0	0	0
"VN1R107P"	6	0	0	0	0	8	9	1
"VN1R108P"	112	0	0	9	9	106	83	43
"VN1R10P"	0	0	0	0	0	0	0	0
"VN1R110P"	0	0	0	0	1	1	0	1
"VN1R11P"	0	0	0	0	0	0	0	0
"VN1R12P"	1	0	0	0	0	0	0	0
"VN1R13P"	0	0	0	0	0	0	0	0
"VN1R17P"	4	0	0	0	0	2	4	5
"VN1R18P"	0	0	0	0	0	0	2	9
"VN1R2"	58	0	30	10	14	74	66	68
"VN1R20P"	4	21	0	0	0	0	4	0
"VN1R21P"	8	0	0	0	0	0	2	0
"VN1R25P"	0	0	0	0	0	0	0	0
"VN1R28P"	2	0	0	0	0	0	0	0
"VN1R3"	0	0	0	0	0	2	0	0
"VN1R31P"	0	0	0	0	0	0	0	0
"VN1R32P"	0	0	0	0	0	0	0	0
"VN1R33P"	0	0	0	2	6	0	0	0
"VN1R34P"	0	0	0	0	0	0	0	0
"VN1R35P"	1	0	0	0	0	0	0	0
"VN1R36P"	0	0	0	0	0	0	0	0
"VN1R37P"	2	0	0	0	0	0	1	0
"VN1R38P"	0	0	0	0	0	0	0	0
"VN1R4"	0	0	0	0	0	0	0	0
"VN1R40P"	3	0	5	0	0	1	0	0
"VN1R42P"	4	0	0	0	4	3	12	7
"VN1R46P"	0	0	0	0	0	0	0	0
"VN1R48P"	0	0	0	0	0	0	0	0
"VN1R5"	11	0	8	0	3	20	20	34
"VN1R51P"	0	0	0	0	0	0	0	0
"VN1R53P"	0	0	0	0	0	0	0	0
"VN1R54P"	0	0	0	0	0	0	0	0
"VN1R64P"	0	0	0	0	0	0	0	0
"VN1R65P"	0	0	0	0	0	0	0	0
"VN1R66P"	0	0	1	0	0	0	0	0
"VN1R67P"	14	0	0	0	0	3	0	0
"VN1R68P"	0	0	0	0	0	0	0	0
"VN1R69P"	0	0	0	0	0	0	0	0
"VN1R6P"	0	0	0	0	1	0	0	0
"VN1R70P"	0	0	0	0	0	0	0	0
"VN1R71P"	0	0	0	0	0	0	0	0
"VN1R74P"	0	0	0	0	0	0	0	0
"VN1R76P"	0	0	0	0	0	1	7	0
"VN1R78P"	0	0	0	0	2	1	4	0
"VN1R79P"	0	0	4	0	0	0	0	0
"VN1R7P"	0	0	0	0	0	0	0	0
"VN1R80P"	6	0	0	0	1	37	6	24
"VN1R81P"	5	0	0	0	0	0	1	0
"VN1R82P"	0	0	0	0	10	0	0	17
"VN1R83P"	64	0	1	0	15	76	27	2
"VN1R84P"	27	0	0	0	0	42	49	6
"VN1R85P"	41	0	6	0	0	7	8	5
"VN1R87P"	8	0	0	0	0	0	0	0
"VN1R88P"	0	0	0	0	0	0	0	0
"VN1R8P"	0	0	0	0	2	0	0	0
"VN1R90P"	0	0	0	0	0	0	0	0
"VN1R91P"	0	3	0	0	0	0	0	0
"VN1R92P"	0	0	0	0	2	0	0	0
"VN1R93P"	2	0	0	0	3	0	2	0
"VN1R96P"	0	0	0	0	0	0	5	1
"VN1R9P"	0	0	0	0	0	0	2	0
"VN2R10P"	4	0	0	0	0	8	7	1
"VN2R17P"	14	0	0	0	1	4	1	5
"VN2R19P"	13	0	5	0	1	0	5	6
"VN2R1P"	2	0	0	0	1	0	0	0
"VN2R3P"	0	12	3	0	0	1	0	4
"VN2R9P"	0	0	0	0	0	0	0	0
"VNN1"	209	40	54	30	63	258	813	491
"VNN2"	125	1	2	5	109	389	569	2415
"VNN3"	146	1	152	67	49	272	346	1011
"VOPP1"	3647	1036	610	520	2353	6354	8658	3248
"VPREB1"	0	0	0	0	0	0	0	0
"VPREB3"	5	0	0	0	3	10	193	18
"VPS11"	826	260	293	227	182	288	333	692
"VPS13A"	10040	579	341	306	1317	6503	10126	8096
"VPS13B"	11651	671	651	608	2921	15515	16955	16294
"VPS13C"	15360	1084	1467	1114	4938	23195	34974	22751
"VPS13D"	11011	1356	836	1080	2174	13651	14322	14299
"VPS16"	1369	127	94	90	92	1209	974	874
"VPS18"	1005	177	192	101	214	678	675	542
"VPS25"	340	160	113	50	46	268	263	366
"VPS25P1"	0	0	0	0	3	0	1	0
"VPS26A"	1601	317	530	428	125	2267	1850	1482
"VPS26AP1"	0	0	0	0	1	3	7	11
"VPS26B"	1751	345	290	215	263	1390	863	1156
"VPS26BP1"	76	0	0	0	9	59	51	40
"VPS26C"	2159	505	447	368	550	2890	2500	1948
"VPS26CP1"	0	0	0	0	0	0	0	0
"VPS28"	1440	548	279	291	177	516	282	509
"VPS29"	826	216	239	158	247	1013	1487	1033
"VPS33A"	650	246	241	147	203	396	422	716
"VPS33B"	528	80	48	38	32	285	338	349
"VPS35"	2838	794	689	624	1137	4200	4607	3862
"VPS35L"	2656	629	566	292	539	2810	2676	2386
"VPS35P1"	0	0	0	0	0	0	0	1
"VPS36"	2456	376	384	317	467	3874	4131	2767
"VPS37A"	1398	151	309	200	76	1743	1547	1624
"VPS37B"	1173	277	140	197	105	442	714	981
"VPS37C"	1024	156	166	80	129	501	405	665
"VPS37D"	22	14	13	0	0	12	10	2
"VPS39"	3222	382	350	389	784	4256	3388	3136
"VPS41"	4692	268	1063	678	863	5459	6574	4754
"VPS45"	1880	154	174	183	101	2013	2157	1605
"VPS4A"	1757	738	568	440	506	859	531	1058
"VPS4B"	2210	358	445	446	569	2673	3256	2698
"VPS50"	1815	621	365	203	1613	2286	4224	2919
"VPS51"	1598	1030	884	515	75	115	139	777
"VPS52"	413	242	168	117	69	224	225	202
"VPS53"	5200	1171	995	741	1147	4452	4245	4228
"VPS54"	2236	925	569	418	568	3968	3179	3157
"VPS72"	247	163	164	132	40	400	405	269
"VPS8"	3673	202	301	215	816	4999	6164	5629
"VPS9D1"	684	46	92	81	15	184	117	196
"VRK1"	4997	3914	2717	2122	991	5113	6925	5355
"VRK2"	1108	163	150	94	359	1784	2697	1567
"VRK3"	1465	199	244	135	102	710	542	828
"VRTN"	22	1	6	0	4	45	36	33
"VSIG1"	31	21	24	18	12	29	92	64
"VSIG10"	826	363	181	107	135	206	175	846
"VSIG10L"	83	53	13	16	5	45	19	17
"VSIG10L2"	1141	256	188	71	9	1	63	54
"VSIG2"	57	22	20	5	20	43	12	143
"VSIG4"	6886	785	604	792	1784	13003	10576	3876
"VSIG8"	90	0	26	6	1	14	2	14
"VSIR"	5188	1013	463	543	903	2658	1750	5405
"VSNL1"	60	5	13	3	16	84	59	47
"VSTM1"	37	45	38	1	4	12	24	32
"VSTM2A"	83	32	4	0	8	76	48	69
"VSTM2B"	0	0	1	0	0	0	0	0
"VSTM2L"	145	124	51	51	0	10	2	19
"VSTM4"	1518	488	267	234	168	2758	849	2251
"VSTM5"	26	0	3	4	4	10	0	48
"VSX1"	62	8	52	45	13	50	68	46
"VSX2"	2	0	0	0	0	0	0	0
"VTA1"	1233	112	215	190	169	1314	2037	1383
"VTA1P1"	0	1	0	0	0	3	2	0
"VTA1P2"	0	11	0	0	0	0	0	0
"VTCN1"	9	2	0	0	5	4	23	9
"VTI1A"	2486	332	195	132	1053	2865	2964	2763
"VTI1B"	1842	848	754	679	338	3219	2683	2959
"VTI1BP1"	0	0	0	0	0	8	4	0
"VTI1BP2"	6	0	0	0	0	0	10	1
"VTI1BP3"	0	0	0	0	0	0	0	0
"VTI1BP4"	3	0	0	0	0	0	0	0
"VTN"	47	0	2	0	0	0	0	3
"VWA1"	1306	382	210	184	54	298	336	80
"VWA2"	342	75	135	147	26	139	121	214
"VWA3A"	47	0	1	15	12	34	5	58
"VWA3B"	23	44	25	0	6	12	38	25
"VWA5A"	4865	100	463	210	487	3406	3806	3029
"VWA5B1"	79	79	38	42	8	120	88	84
"VWA5B2"	14	0	17	5	8	0	1	0
"VWA7"	18	17	6	13	6	17	27	15
"VWA8"	2062	347	233	190	404	2578	3359	2678
"VWA8P1"	0	0	0	0	0	0	0	0
"VWC2"	2328	127	345	148	24	385	320	251
"VWC2L"	2	0	0	0	0	14	18	2
"VWCE"	84	25	20	16	2	16	20	91
"VWDE"	13	71	0	0	1	30	78	2
"VWF"	8557	844	993	521	917	12587	5631	12244
"VWFP1"	155	23	8	2	4	61	26	153
"VXN"	75	52	54	71	11	89	66	334
"WAC"	4481	1458	1833	1657	1379	6147	8278	6897
"WAPL"	3355	717	486	450	877	5674	6955	4900
"WARS1"	1379	181	369	368	1710	3749	9495	2843
"WARS1P1"	0	0	0	0	0	0	1	0
"WARS2"	573	104	86	88	114	1008	862	1145
"WARS2P1"	0	0	0	0	0	0	1	0
"WAS"	657	65	91	87	32	71	54	584
"WASF1"	315	46	64	37	10	135	84	179
"WASF1P1"	5	0	0	0	0	16	26	0
"WASF2"	10093	2645	2772	2357	2028	6162	3480	5620
"WASF3"	510	258	226	300	145	621	344	755
"WASF4P"	0	0	0	0	0	2	0	0
"WASF5P"	0	0	0	0	0	0	0	0
"WASH2P"	840	262	128	36	172	722	412	692
"WASH3P"	644	271	149	112	106	567	691	284
"WASH4P"	8	0	0	0	13	21	15	11
"WASH5P"	6947	952	478	154	1438	4228	4801	3441
"WASH6P"	1868	299	161	119	239	1258	761	1151
"WASH7P"	122	76	14	14	1	134	59	132
"WASH8P"	667	100	127	91	19	39	13	439
"WASH9P"	75	0	56	46	33	244	114	114
"WASHC1"	137	77	76	45	46	365	289	136
"WASHC2A"	3586	604	329	379	677	3788	3907	2725
"WASHC2C"	3410	599	424	376	435	3455	4098	3038
"WASHC3"	832	147	192	112	111	1434	1855	1249
"WASHC3P1"	0	0	0	0	0	0	0	0
"WASHC4"	5577	596	555	585	1400	8933	14935	7908
"WASHC5"	2069	395	355	276	790	3740	3598	3434
"WASL"	2021	607	747	399	330	2245	1157	2208
"WBP1"	538	254	112	155	93	464	342	252
"WBP11"	1246	296	346	254	487	725	1102	1049
"WBP11P1"	25	21	5	7	6	9	15	0
"WBP11P2"	82	17	55	16	7	58	72	109
"WBP11P3"	0	31	9	0	0	0	0	0
"WBP1L"	4253	922	969	714	1201	4868	2880	2600
"WBP1LP1"	4	0	0	0	0	3	3	0
"WBP1LP10"	0	0	0	0	0	0	0	2
"WBP1LP11"	0	0	0	0	0	0	0	0
"WBP1LP12"	0	0	0	0	0	0	0	0
"WBP1LP2"	45	0	7	6	4	29	38	60
"WBP1LP3"	0	0	0	0	0	0	0	0
"WBP1LP4"	0	0	0	0	0	0	0	0
"WBP1LP5"	0	0	0	0	0	0	0	0
"WBP1LP6"	5	0	0	0	2	2	0	0
"WBP1LP7"	0	0	0	0	0	0	0	4
"WBP1LP8"	0	0	0	0	0	7	0	0
"WBP1P1"	0	12	0	0	0	0	0	0
"WBP1P2"	0	0	0	0	0	0	1	0
"WBP2"	2035	502	379	411	141	826	652	888
"WBP2NL"	135	53	19	25	18	58	167	86
"WBP2P1"	0	0	0	0	0	1	0	0
"WBP4"	551	101	117	105	112	597	462	719
"WDCP"	217	36	59	74	104	414	424	170
"WDFY1"	2635	700	503	407	521	3990	4921	3024
"WDFY2"	4279	261	281	302	634	6135	5359	4579
"WDFY3"	10906	2009	2156	1550	2016	13827	10287	13273
"WDFY4"	7899	291	187	206	3148	4488	13192	2593
"WDHD1"	114	76	41	38	66	11	322	276
"WDPCP"	7391	2853	3655	2754	1261	7565	8035	8206
"WDR1"	5577	1252	1155	827	1615	9589	8812	6461
"WDR11"	3114	282	307	272	785	5220	5657	3841
"WDR12"	880	220	197	130	172	920	1538	768
"WDR13"	2004	547	507	358	95	696	476	630
"WDR17"	344	114	78	70	27	240	281	299
"WDR18"	102	26	118	85	32	49	77	115
"WDR19"	1866	244	173	180	185	1868	1452	2046
"WDR20"	1574	250	134	74	321	1456	1409	1336
"WDR24"	550	146	87	79	66	243	180	31
"WDR25"	372	27	26	30	75	454	365	271
"WDR26"	5803	873	1403	887	1818	9893	7424	7342
"WDR27"	3589	359	125	91	335	2250	2109	1545
"WDR3"	1419	110	176	178	195	1640	2479	1564
"WDR31"	283	188	185	123	132	295	218	290
"WDR33"	4996	524	379	325	1008	5766	7454	5717
"WDR35"	1392	280	188	188	196	1426	1242	1521
"WDR36"	1999	169	262	241	555	2511	3444	3211
"WDR37"	2284	103	165	112	481	1715	1904	1619
"WDR38"	0	0	1	0	3	8	5	0
"WDR4"	898	26	56	17	44	247	288	196
"WDR41"	1833	180	324	209	655	3107	3310	2555
"WDR43"	1247	302	342	245	78	2024	2512	1876
"WDR44"	1426	140	127	144	326	1592	2232	1522
"WDR45"	1138	315	322	237	248	632	445	1187
"WDR45B"	1531	250	312	216	470	1918	1691	1493
"WDR45BP1"	0	0	0	0	0	0	0	0
"WDR45P1"	43	0	0	0	1	4	13	0
"WDR46"	264	180	119	153	81	129	109	38
"WDR47"	501	76	138	197	188	504	465	759
"WDR48"	1480	186	262	295	274	2160	2250	1889
"WDR49"	207	12	39	19	128	988	729	489
"WDR4P1"	0	0	0	0	0	0	0	0
"WDR4P2"	0	0	0	0	0	3	0	0
"WDR5"	1691	360	211	203	194	614	398	892
"WDR53"	105	0	38	12	50	274	325	230
"WDR54"	207	73	20	29	24	33	47	149
"WDR55"	1015	265	260	177	152	461	308	242
"WDR59"	2494	380	185	171	257	1556	1269	1711
"WDR5B"	260	1	38	36	152	401	425	341
"WDR6"	3528	566	364	381	220	514	302	466
"WDR61"	999	116	185	113	201	1420	1462	936
"WDR62"	309	235	77	55	37	196	194	223
"WDR64"	6	29	6	3	16	9	20	27
"WDR7"	3119	165	264	226	728	4396	4785	3351
"WDR70"	1306	220	96	79	231	1559	2150	1525
"WDR72"	453	52	2	19	68	255	297	344
"WDR73"	1529	256	315	142	314	1306	1200	648
"WDR74"	17264	2031	4844	3753	92820	339188	208856	127617
"WDR75"	1417	134	114	88	344	2286	2651	2198
"WDR76"	98	89	96	60	66	321	353	329
"WDR77"	1096	165	126	89	36	835	1078	1283
"WDR81"	4538	405	536	521	77	992	215	1267
"WDR82"	3212	1113	801	732	745	3507	3639	3004
"WDR82P1"	0	0	0	0	0	0	1	0
"WDR82P2"	16	0	0	9	4	33	15	5
"WDR83"	69	21	100	106	23	26	58	89
"WDR83OS"	42	266	332	205	12	124	104	50
"WDR86"	210	24	14	16	16	93	75	100
"WDR87"	27	4	0	0	3	8	8	9
"WDR87BP"	44	1	4	1	7	26	30	13
"WDR88"	47	27	11	0	14	21	48	13
"WDR89"	876	165	77	71	157	704	1331	943
"WDR90"	1005	464	285	124	144	202	434	419
"WDR91"	3438	194	216	177	541	3046	1761	2480
"WDR93"	78	86	19	16	17	97	76	73
"WDR95P"	0	0	0	0	0	0	0	0
"WDR97"	200	105	19	0	14	60	57	69
"WDSUB1"	473	56	45	27	64	454	571	629
"WDTC1"	2980	321	377	381	215	1141	917	1172
"WEE1"	620	142	105	96	48	583	915	951
"WEE2"	8	0	0	0	4	84	45	33
"WFDC1"	399	112	82	46	73	326	412	387
"WFDC10A"	0	0	0	0	0	0	1	0
"WFDC10B"	4	0	0	0	3	0	0	0
"WFDC11"	279	65	4	1	47	183	218	290
"WFDC12"	99	0	0	0	9	60	44	63
"WFDC13"	3	0	0	0	2	16	0	3
"WFDC2"	3	20	0	0	1	6	4	2
"WFDC21P"	74	0	1	5	14	25	26	22
"WFDC3"	81	1	12	0	22	88	45	40
"WFDC5"	0	0	0	0	0	0	0	4
"WFDC6"	0	0	0	0	0	0	0	0
"WFDC8"	22	0	3	0	2	29	26	7
"WFDC9"	0	0	0	0	0	1	4	0
"WFIKKN1"	228	16	37	6	1	8	0	18
"WFIKKN2"	0	14	4	0	0	0	0	3
"WFS1"	954	167	103	92	19	363	160	761
"WHAMM"	798	179	223	111	85	688	556	549
"WHAMMP2"	837	311	109	105	187	737	747	1300
"WHAMMP3"	2043	242	224	77	275	1071	1235	1587
"WHRN"	772	23	64	56	106	784	124	166
"WHSC1L2P"	20	45	4	1	10	13	27	52
"WIF1"	42	60	15	10	0	0	6	450
"WIPF1"	5737	1905	1861	1248	2401	8788	9139	6856
"WIPF2"	2240	765	583	413	192	2343	1616	1768
"WIPF3"	83	7	30	9	11	63	101	56
"WIPI1"	1113	262	319	295	990	1766	1608	1834
"WIPI2"	2168	396	349	304	422	1958	1533	1419
"WIZ"	1828	598	349	346	124	528	444	262
"WIZP1"	4	0	0	0	3	0	0	0
"WLS"	3843	311	417	312	385	3324	1741	3053
"WNK1"	11542	5310	3808	3669	4317	16555	14619	15755
"WNK2"	61	63	97	33	9	25	32	12
"WNK3"	200	91	31	8	20	178	62	91
"WNK4"	28	50	23	15	12	18	24	46
"WNT1"	4	7	0	0	8	0	0	0
"WNT10A"	27	0	11	0	18	40	135	45
"WNT10B"	8	0	3	21	0	0	2	6
"WNT11"	206	144	198	80	35	94	40	674
"WNT16"	8	0	0	0	18	10	37	50
"WNT2"	3	0	2	4	2	15	0	8
"WNT2B"	1164	19	87	95	122	500	482	941
"WNT3"	13	72	16	4	9	19	33	35
"WNT3A"	2	0	0	0	0	1	0	2
"WNT4"	326	26	5	0	1	38	79	76
"WNT5A"	108	1	2	75	72	445	120	619
"WNT5B"	238	136	42	45	45	483	274	349
"WNT6"	10	0	0	0	0	0	4	2
"WNT7A"	15	1	0	0	6	3	9	30
"WNT7B"	23	0	13	2	5	17	20	8
"WNT8A"	0	0	0	0	0	0	0	0
"WNT8B"	19	0	0	0	5	0	15	12
"WNT9A"	272	101	41	54	15	234	29	298
"WNT9B"	59	21	37	27	32	95	83	108
"WRAP53"	273	41	29	34	1	189	278	91
"WRAP73"	284	148	157	64	159	497	304	120
"WRN"	1936	1466	825	450	298	2763	2805	2812
"WRNIP1"	1863	550	400	341	272	1288	984	1223
"WSB1"	6543	297	457	334	1947	8579	8410	7985
"WSB2"	1236	389	541	259	391	2364	2073	1261
"WSCD1"	109	16	2	28	12	267	65	153
"WSCD2"	1066	163	180	118	13	350	47	1436
"WT1"	56	54	44	6	18	43	59	38
"WTAP"	2962	531	583	394	817	3448	6040	4071
"WTAPP1"	98	19	3	0	16	55	88	68
"WTIP"	4731	471	732	495	458	3105	2698	3982
"WWC1"	34	29	3	5	11	37	178	64
"WWC2"	2462	441	367	300	272	3898	2195	2834
"WWC3"	2760	870	615	538	577	3110	2415	2512
"WWOX"	2004	378	137	112	437	2446	2347	2159
"WWP1"	2814	539	973	704	877	4652	3584	4480
"WWP1P1"	0	0	0	0	0	0	7	0
"WWP2"	2544	356	434	288	400	1867	1584	2800
"WWTR1"	2667	3705	2564	1474	695	4754	2240	2534
"XAB2"	1327	474	290	244	215	179	317	456
"XAF1"	6829	1801	496	395	982	6248	8062	5581
"XAGE1A"	0	0	0	0	0	2	0	0
"XAGE1B"	0	4	4	0	0	2	0	0
"XAGE2"	0	0	0	0	0	0	1	0
"XAGE3"	0	0	0	0	0	0	0	0
"XAGE5"	30	25	13	0	0	17	21	10
"XBP1"	2901	405	491	482	8131	6910	16350	11391
"XBP1P1"	15	0	0	0	8	0	49	4
"XCL1"	15	0	0	0	0	33	27	1
"XCL2"	0	0	4	0	0	16	38	31
"XCR1"	91	15	6	16	6	184	176	58
"XDH"	69	26	18	6	6	77	60	100
"XG"	752	558	363	215	43	834	178	2128
"XGY1"	0	0	0	0	0	0	0	0
"XGY2"	7	0	0	14	2	0	3	14
"XIAP"	2459	742	962	602	911	4450	4673	3108
"XIAPP1"	0	22	0	0	0	0	0	0
"XIAPP2"	211	77	80	66	48	71	112	275
"XIAPP3"	50	33	56	14	6	40	38	38
"XIRP1"	4	26	0	0	0	0	0	2
"XIRP2"	0	0	10	0	5	2	4	5
"XK"	0	30	0	0	26	44	25	343
"XKR3"	15	0	0	0	0	15	0	2
"XKR4"	168	184	121	97	28	176	315	713
"XKR5"	121	54	158	92	15	120	115	100
"XKR6"	296	96	50	29	90	198	446	149
"XKR7"	0	0	0	0	2	2	0	1
"XKR8"	1099	174	109	92	109	608	392	781
"XKR9"	205	168	86	39	71	299	295	182
"XKRX"	47	0	0	0	8	0	22	40
"XKRY"	0	0	0	0	0	0	0	0
"XKRY2"	0	0	0	0	0	0	0	0
"XKRYP1"	0	0	0	0	0	0	0	0
"XKRYP2"	0	0	0	0	0	0	0	0
"XKRYP3"	0	0	0	0	0	0	0	0
"XKRYP4"	0	0	0	0	0	0	0	0
"XKRYP5"	0	0	0	0	0	0	0	0
"XKRYP6"	0	0	0	0	0	0	0	0
"XPA"	752	191	145	102	170	1059	1070	1126
"XPC"	3552	217	246	413	371	2125	2100	2539
"XPNPEP1"	1913	154	125	102	495	2995	3325	2195
"XPNPEP2"	334	69	34	79	58	289	39	293
"XPNPEP3"	1280	374	433	291	230	962	903	1565
"XPO1"	6202	1384	1399	1104	2090	8094	10472	7621
"XPO4"	2420	132	209	231	717	3830	4924	3716
"XPO5"	1190	110	139	190	279	1104	1375	1003
"XPO6"	3455	533	292	247	1038	4278	5281	9561
"XPO7"	2845	608	555	490	643	3578	2904	2690
"XPOT"	1760	630	582	400	755	3660	3528	2640
"XPOTP1"	0	0	0	0	0	0	8	0
"XPR1"	1346	220	227	169	443	2966	2358	2547
"XRCC1"	895	189	145	147	91	413	491	150
"XRCC2"	1348	485	298	80	260	1178	1518	1232
"XRCC3"	1913	489	260	82	114	620	439	733
"XRCC4"	245	55	57	11	61	801	867	549
"XRCC5"	6966	1083	1003	885	1958	12171	15018	10808
"XRCC6"	4012	576	767	751	451	4175	5483	3929
"XRCC6P1"	0	0	0	0	0	0	4	3
"XRCC6P2"	5	0	0	0	0	11	0	1
"XRCC6P3"	0	0	0	0	0	0	0	0
"XRCC6P4"	0	0	0	0	0	6	0	18
"XRCC6P5"	0	0	0	0	4	0	0	0
"XRN1"	4837	394	602	537	2108	8921	11066	9153
"XRN2"	3281	477	618	488	1049	6279	7241	4760
"XRRA1"	1653	151	166	209	487	801	956	1547
"XXYLT1"	592	155	90	39	101	511	444	429
"XYLB"	846	79	109	72	86	483	256	599
"XYLT1"	26452	1907	1972	3155	1138	5054	3864	3876
"XYLT2"	2080	342	219	146	216	39	199	679
"YAE1"	479	52	67	43	42	625	620	282
"YAF2"	1455	844	458	402	397	1799	2265	1223
"YAP1"	4327	1269	947	956	362	4800	2426	3753
"YAP1P1"	0	0	0	0	0	26	5	15
"YAP1P2"	0	0	0	0	0	0	0	0
"YAP1P3"	4	0	0	0	0	2	4	4
"YARS1"	1288	328	458	277	275	1579	1322	1574
"YARS2"	104	43	98	106	67	496	378	130
"YBEY"	94	60	63	43	66	228	121	73
"YBX1"	4660	3322	4928	2318	2091	9466	8608	6900
"YBX1P1"	7	23	0	0	0	1	8	25
"YBX1P10"	1	0	0	0	0	0	2	0
"YBX1P2"	1	0	0	0	2	0	0	3
"YBX1P3"	103	0	0	0	5	98	113	160
"YBX1P4"	5	70	38	18	0	22	24	19
"YBX1P5"	5	0	0	0	0	9	0	0
"YBX1P6"	0	0	0	0	0	4	3	0
"YBX1P7"	2	0	0	0	0	8	1	0
"YBX1P8"	19	0	0	0	2	2	58	3
"YBX1P9"	0	0	0	0	0	0	0	0
"YBX2"	20	0	0	3	0	1	4	0
"YBX2P1"	10	0	0	0	8	8	5	6
"YBX2P2"	311	22	110	39	0	26	9	12
"YBX3"	3610	1133	1902	1135	857	6083	2887	6348
"YBX3P1"	0	0	0	0	0	0	1	0
"YDJC"	79	45	15	17	2	25	2	34
"YEATS2"	3536	431	392	420	1760	3639	3821	2734
"YEATS4"	90	86	36	25	30	161	278	190
"YES1"	1703	627	735	398	408	3252	2681	2810
"YES1P1"	334	0	0	5	115	446	509	324
"YIF1A"	160	156	119	72	35	169	479	8
"YIF1B"	279	154	69	60	87	206	337	368
"YIPF1"	516	114	53	29	145	1167	880	865
"YIPF2"	796	30	146	100	68	553	147	241
"YIPF3"	1151	368	254	312	133	1177	791	785
